 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.19461362e-09  0.00000000e+00  1.19382452e-09 
 5.00000000e-14  0.00000000e+00  5.00000000e-14  1.80000000e+00  5.00000000e-14  1.19461362e-09  5.00000000e-14  1.19382452e-09 
 1.00000000e-13  0.00000000e+00  1.00000000e-13  1.80000000e+00  1.00000000e-13  1.19461362e-09  1.00000000e-13  1.19382452e-09 
 2.00000000e-13  0.00000000e+00  2.00000000e-13  1.80000000e+00  2.00000000e-13  1.19461362e-09  2.00000000e-13  1.19382452e-09 
 4.00000000e-13  0.00000000e+00  4.00000000e-13  1.80000000e+00  4.00000000e-13  1.19461362e-09  4.00000000e-13  1.19382452e-09 
 8.00000000e-13  0.00000000e+00  8.00000000e-13  1.80000000e+00  8.00000000e-13  1.19461362e-09  8.00000000e-13  1.19382452e-09 
 1.60000000e-12  0.00000000e+00  1.60000000e-12  1.80000000e+00  1.60000000e-12  1.19461362e-09  1.60000000e-12  1.19382452e-09 
 3.20000000e-12  0.00000000e+00  3.20000000e-12  1.80000000e+00  3.20000000e-12  1.19461362e-09  3.20000000e-12  1.19382452e-09 
 6.40000000e-12  0.00000000e+00  6.40000000e-12  1.80000000e+00  6.40000000e-12  1.19461362e-09  6.40000000e-12  1.19382452e-09 
 1.14000000e-11  0.00000000e+00  1.14000000e-11  1.80000000e+00  1.14000000e-11  1.19461362e-09  1.14000000e-11  1.19382452e-09 
 1.64000000e-11  0.00000000e+00  1.64000000e-11  1.80000000e+00  1.64000000e-11  1.19461362e-09  1.64000000e-11  1.19382452e-09 
 2.14000000e-11  0.00000000e+00  2.14000000e-11  1.80000000e+00  2.14000000e-11  1.19461362e-09  2.14000000e-11  1.19382452e-09 
 2.64000000e-11  0.00000000e+00  2.64000000e-11  1.80000000e+00  2.64000000e-11  1.19461362e-09  2.64000000e-11  1.19382452e-09 
 3.14000000e-11  0.00000000e+00  3.14000000e-11  1.80000000e+00  3.14000000e-11  1.19461362e-09  3.14000000e-11  1.19382452e-09 
 3.64000000e-11  0.00000000e+00  3.64000000e-11  1.80000000e+00  3.64000000e-11  1.19461362e-09  3.64000000e-11  1.19382452e-09 
 4.14000000e-11  0.00000000e+00  4.14000000e-11  1.80000000e+00  4.14000000e-11  1.19461362e-09  4.14000000e-11  1.19382452e-09 
 4.64000000e-11  0.00000000e+00  4.64000000e-11  1.80000000e+00  4.64000000e-11  1.19461362e-09  4.64000000e-11  1.19382452e-09 
 5.14000000e-11  0.00000000e+00  5.14000000e-11  1.80000000e+00  5.14000000e-11  1.19461362e-09  5.14000000e-11  1.19382452e-09 
 5.64000000e-11  0.00000000e+00  5.64000000e-11  1.80000000e+00  5.64000000e-11  1.19461362e-09  5.64000000e-11  1.19382452e-09 
 6.14000000e-11  0.00000000e+00  6.14000000e-11  1.80000000e+00  6.14000000e-11  1.19461362e-09  6.14000000e-11  1.19382452e-09 
 6.64000000e-11  0.00000000e+00  6.64000000e-11  1.80000000e+00  6.64000000e-11  1.19461362e-09  6.64000000e-11  1.19382452e-09 
 7.14000000e-11  0.00000000e+00  7.14000000e-11  1.80000000e+00  7.14000000e-11  1.19461362e-09  7.14000000e-11  1.19382452e-09 
 7.64000000e-11  0.00000000e+00  7.64000000e-11  1.80000000e+00  7.64000000e-11  1.19461362e-09  7.64000000e-11  1.19382452e-09 
 8.14000000e-11  0.00000000e+00  8.14000000e-11  1.80000000e+00  8.14000000e-11  1.19461362e-09  8.14000000e-11  1.19382452e-09 
 8.64000000e-11  0.00000000e+00  8.64000000e-11  1.80000000e+00  8.64000000e-11  1.19461362e-09  8.64000000e-11  1.19382452e-09 
 9.14000000e-11  0.00000000e+00  9.14000000e-11  1.80000000e+00  9.14000000e-11  1.19461362e-09  9.14000000e-11  1.19382452e-09 
 9.64000000e-11  0.00000000e+00  9.64000000e-11  1.80000000e+00  9.64000000e-11  1.19461362e-09  9.64000000e-11  1.19382452e-09 
 1.01400000e-10  0.00000000e+00  1.01400000e-10  1.80000000e+00  1.01400000e-10  1.19461362e-09  1.01400000e-10  1.19382452e-09 
 1.06400000e-10  0.00000000e+00  1.06400000e-10  1.80000000e+00  1.06400000e-10  1.19461362e-09  1.06400000e-10  1.19382452e-09 
 1.11400000e-10  0.00000000e+00  1.11400000e-10  1.80000000e+00  1.11400000e-10  1.19461362e-09  1.11400000e-10  1.19382452e-09 
 1.16400000e-10  0.00000000e+00  1.16400000e-10  1.80000000e+00  1.16400000e-10  1.19461362e-09  1.16400000e-10  1.19382452e-09 
 1.21400000e-10  0.00000000e+00  1.21400000e-10  1.80000000e+00  1.21400000e-10  1.19461362e-09  1.21400000e-10  1.19382452e-09 
 1.26400000e-10  0.00000000e+00  1.26400000e-10  1.80000000e+00  1.26400000e-10  1.19461362e-09  1.26400000e-10  1.19382452e-09 
 1.31400000e-10  0.00000000e+00  1.31400000e-10  1.80000000e+00  1.31400000e-10  1.19461362e-09  1.31400000e-10  1.19382452e-09 
 1.36400000e-10  0.00000000e+00  1.36400000e-10  1.80000000e+00  1.36400000e-10  1.19461362e-09  1.36400000e-10  1.19382452e-09 
 1.41400000e-10  0.00000000e+00  1.41400000e-10  1.80000000e+00  1.41400000e-10  1.19461362e-09  1.41400000e-10  1.19382452e-09 
 1.46400000e-10  0.00000000e+00  1.46400000e-10  1.80000000e+00  1.46400000e-10  1.19461362e-09  1.46400000e-10  1.19382452e-09 
 1.51400000e-10  0.00000000e+00  1.51400000e-10  1.80000000e+00  1.51400000e-10  1.19461362e-09  1.51400000e-10  1.19382452e-09 
 1.56400000e-10  0.00000000e+00  1.56400000e-10  1.80000000e+00  1.56400000e-10  1.19461362e-09  1.56400000e-10  1.19382452e-09 
 1.61400000e-10  0.00000000e+00  1.61400000e-10  1.80000000e+00  1.61400000e-10  1.19461362e-09  1.61400000e-10  1.19382452e-09 
 1.66400000e-10  0.00000000e+00  1.66400000e-10  1.80000000e+00  1.66400000e-10  1.19461362e-09  1.66400000e-10  1.19382452e-09 
 1.71400000e-10  0.00000000e+00  1.71400000e-10  1.80000000e+00  1.71400000e-10  1.19461362e-09  1.71400000e-10  1.19382452e-09 
 1.76400000e-10  0.00000000e+00  1.76400000e-10  1.80000000e+00  1.76400000e-10  1.19461362e-09  1.76400000e-10  1.19382452e-09 
 1.81400000e-10  0.00000000e+00  1.81400000e-10  1.80000000e+00  1.81400000e-10  1.19461362e-09  1.81400000e-10  1.19382452e-09 
 1.86400000e-10  0.00000000e+00  1.86400000e-10  1.80000000e+00  1.86400000e-10  1.19461362e-09  1.86400000e-10  1.19382452e-09 
 1.91400000e-10  0.00000000e+00  1.91400000e-10  1.80000000e+00  1.91400000e-10  1.19461362e-09  1.91400000e-10  1.19382452e-09 
 1.96400000e-10  0.00000000e+00  1.96400000e-10  1.80000000e+00  1.96400000e-10  1.19461362e-09  1.96400000e-10  1.19382452e-09 
 2.01400000e-10  0.00000000e+00  2.01400000e-10  1.80000000e+00  2.01400000e-10  1.19461362e-09  2.01400000e-10  1.19382452e-09 
 2.06400000e-10  0.00000000e+00  2.06400000e-10  1.80000000e+00  2.06400000e-10  1.19461362e-09  2.06400000e-10  1.19382452e-09 
 2.11400000e-10  0.00000000e+00  2.11400000e-10  1.80000000e+00  2.11400000e-10  1.19461362e-09  2.11400000e-10  1.19382452e-09 
 2.16400000e-10  0.00000000e+00  2.16400000e-10  1.80000000e+00  2.16400000e-10  1.19461362e-09  2.16400000e-10  1.19382452e-09 
 2.21400000e-10  0.00000000e+00  2.21400000e-10  1.80000000e+00  2.21400000e-10  1.19461362e-09  2.21400000e-10  1.19382452e-09 
 2.26400000e-10  0.00000000e+00  2.26400000e-10  1.80000000e+00  2.26400000e-10  1.19461362e-09  2.26400000e-10  1.19382452e-09 
 2.31400000e-10  0.00000000e+00  2.31400000e-10  1.80000000e+00  2.31400000e-10  1.19461362e-09  2.31400000e-10  1.19382452e-09 
 2.36400000e-10  0.00000000e+00  2.36400000e-10  1.80000000e+00  2.36400000e-10  1.19461362e-09  2.36400000e-10  1.19382452e-09 
